Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Ubi1_1 Spectral Count	Ubi1_2 Spectral Count	Ubi1_3 Spectral Count	Ubi4_1 Spectral Count	Ubi4_2 Spectral Count	Ubi4_3 Spectral Count	Ubi6_1 Spectral Count	Ubi6_2 Spectral Count	Ubi6_3 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Ubi1_1 Unique Spectral Count	Ubi1_2 Unique Spectral Count	Ubi1_3 Unique Spectral Count	Ubi4_1 Unique Spectral Count	Ubi4_2 Unique Spectral Count	Ubi4_3 Unique Spectral Count	Ubi6_1 Unique Spectral Count	Ubi6_2 Unique Spectral Count	Ubi6_3 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Ubi1_1 Total Spectral Count	Ubi1_2 Total Spectral Count	Ubi1_3 Total Spectral Count	Ubi4_1 Total Spectral Count	Ubi4_2 Total Spectral Count	Ubi4_3 Total Spectral Count	Ubi6_1 Total Spectral Count	Ubi6_2 Total Spectral Count	Ubi6_3 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Ubi1_1 Intensity	Ubi1_2 Intensity	Ubi1_3 Intensity	Ubi4_1 Intensity	Ubi4_2 Intensity	Ubi4_3 Intensity	Ubi6_1 Intensity	Ubi6_2 Intensity	Ubi6_3 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Ubi1_1 MaxLFQ Intensity	Ubi1_2 MaxLFQ Intensity	Ubi1_3 MaxLFQ Intensity	Ubi4_1 MaxLFQ Intensity	Ubi4_2 MaxLFQ Intensity	Ubi4_3 MaxLFQ Intensity	Ubi6_1 MaxLFQ Intensity	Ubi6_2 MaxLFQ Intensity	Ubi6_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q29RF7|PDS5A_HUMAN	Q29RF7	PDS5A_HUMAN	PDS5A	1337	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sister chromatid cohesion protein PDS5 homolog A	1.0	0.999	19	82	81	82	6	11	9	6	8	9	7	3	7	6	6	4	6	11	9	6	8	9	7	3	7	6	6	3	6	11	9	6	8	9	7	3	7	6	6	4	5.6209488E7	7.63462E7	5.691036E7	5.429818E7	5.8189704E7	4.53394E7	2.64065E7	2.7554844E7	3.2592632E7	3.6418256E7	2.4831842E7	1.98235E7	1.5170485E7	1.9191692E7	1.7387372E7	1.6000455E7	1.7639962E7	2.2452956E7	9324369.0	2.2823966E7	1.3478817E7	1.1746887E7	2.4830788E7	4975727.0	
sp|Q2KHR2|RFX7_HUMAN	Q2KHR2	RFX7_HUMAN	RFX7	1363	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-binding protein RFX7	1.0	0.9989	4	5	5	5	1	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	2	3638799.2	0.0	0.0	0.0	0.0	5787643.5	0.0	0.0	0.0	0.0	0.0	1799978.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q2KHR3|QSER1_HUMAN	Q2KHR3	QSER1_HUMAN	QSER1	1735	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamine and serine-rich protein 1	0.9671	0.9944	2	3	3	3	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0.0	1.2761437E7	6789433.0	0.0	0.0	0.0	1.0510153E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q2KHT3|CL16A_HUMAN	Q2KHT3	CL16A_HUMAN	CLEC16A	1053	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein CLEC16A	1.0	0.9982	5	6	6	6	0	0	0	0	1	1	0	0	1	2	0	1	0	0	0	0	1	1	0	0	1	2	0	1	0	0	0	0	1	1	0	0	1	2	0	1	0.0	0.0	0.0	8304162.0	1.7543816E7	3652804.5	0.0	0.0	9355920.0	1.9435756E7	5829310.5	1.5287243E7	0.0	0.0	0.0	6254081.5	4112974.2	0.0	0.0	0.0	7483542.0	1.4169334E7	0.0	0.0	
sp|Q2M2I8|AAK1_HUMAN	Q2M2I8	AAK1_HUMAN	AAK1	961	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP2-associated protein kinase 1	0.9993	0.999	2	7	7	7	0	0	1	0	1	0	1	2	1	0	1	0	0	0	1	0	1	0	1	2	1	0	1	0	0	0	1	0	1	0	1	2	1	0	1	0	4279239.0	0.0	5576115.5	9638750.0	1.3428469E7	2018723.4	8605153.0	6294579.5	6337362.5	4216919.5	4284761.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q2M389|WASC4_HUMAN	Q2M389	WASC4_HUMAN	WASHC4	1173	Homo sapiens OX=9606	1:Experimental evidence at protein level	WASH complex subunit 4	1.0	0.999	5	13	13	13	3	2	5	1	1	1	0	0	0	0	0	0	3	2	5	1	1	1	0	0	0	0	0	0	3	2	5	1	1	1	0	0	0	0	0	0	6702316.0	1612135.8	7497043.5	4970775.5	2384012.5	1196387.6	0.0	0.0	5143694.0	0.0	3817123.8	0.0	0.0	0.0	6144044.5	0.0	0.0	0.0	0.0	0.0	4259494.0	0.0	0.0	0.0	
sp|Q2NKX9|CB068_HUMAN	Q2NKX9	CB068_HUMAN	C2orf68	166	Homo sapiens OX=9606	1:Experimental evidence at protein level	UPF0561 protein C2orf68	1.0	0.998	2	16	16	16	3	2	1	1	1	1	0	3	1	1	1	1	3	2	1	1	1	1	0	3	1	1	1	1	3	2	1	1	1	1	0	3	1	1	1	1	1.9442184E7	3.1724148E7	4873777.0	2.7676728E7	3.8223676E7	3.5438484E7	5.8155484E7	0.0	5.518306E7	5.9914708E7	5.7517156E7	4.8103692E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q2NL82|TSR1_HUMAN	Q2NL82	TSR1_HUMAN	TSR1	804	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-rRNA-processing protein TSR1 homolog	1.0	0.999	14	106	106	106	4	10	12	7	12	10	7	8	7	11	10	8	4	10	12	7	12	10	7	8	7	11	10	8	4	10	12	7	12	10	7	8	7	11	10	8	1.7068232E8	2.51127296E8	4.29458944E8	3.80807872E8	4.09885024E8	3.10202336E8	4.12384576E8	3.63533824E8	2.3445552E8	3.48858944E8	3.83894272E8	4.36730016E8	6.5723048E7	9.651428E7	9.8286824E7	1.04522176E8	1.0188296E8	9.8252232E7	1.08447944E8	1.08065064E8	1.02429704E8	1.0564628E8	1.055474E8	1.08880712E8	
sp|Q2NL98|VMAC_HUMAN	Q2NL98	VMAC_HUMAN	VMAC	169	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vimentin-type intermediate filament-associated coiled-coil protein	1.0	0.999	8	41	41	41	3	3	3	3	7	6	4	2	2	3	2	3	3	3	3	3	7	6	4	2	2	3	2	3	3	3	3	3	7	6	4	2	2	3	2	3	3.677904E8	3.43113216E8	3.16810368E8	5.8572141E8	8.0489408E8	6.1870925E8	5.5655718E8	5.422624E8	4.55575744E8	4.3733824E8	8.0711866E8	7.2835194E8	2.76842272E8	2.42560064E8	2.19719376E8	2.50800992E8	2.06277728E8	2.49064768E8	2.89663904E8	3.53229888E8	2.91000352E8	2.93103296E8	2.81991584E8	3.45948704E8	
sp|Q2PZI1|D19L1_HUMAN	Q2PZI1	D19L1_HUMAN	DPY19L1	675	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Probable C-mannosyltransferase DPY19L1	1.0	0.9986	3	9	9	9	1	2	1	1	2	1	1	0	0	0	0	0	1	2	1	1	2	1	1	0	0	0	0	0	1	2	1	1	2	1	1	0	0	0	0	0	1.7443286E7	2.1481396E7	1.2854907E7	2.353384E7	2.9852972E7	1.510002E7	1.4541666E7	0.0	7445752.0	0.0	0.0	0.0	8317897.5	0.0	0.0	1.8519772E7	2.3772454E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q2T9J0|TYSD1_HUMAN	Q2T9J0	TYSD1_HUMAN	TYSND1	566	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisomal leader peptide-processing protease	1.0	0.999	12	93	93	93	11	9	8	5	13	11	7	3	13	8	4	1	11	9	8	5	13	11	7	3	13	8	4	1	11	9	8	5	13	11	7	3	13	8	4	1	2.48791488E8	2.71045504E8	3.5107888E8	2.66857952E8	2.94318304E8	2.8304112E8	3.65217088E8	1.49686176E8	3.95304768E8	2.42954304E8	2.17641408E8	1.82957088E8	8.750328E7	1.18220304E8	1.23296856E8	1.08384848E8	9.1987696E7	8.2935584E7	1.06569136E8	1.17765056E8	8.9817592E7	1.01687696E8	1.14498104E8	9.2884928E7	
sp|Q2TAA2|IAH1_HUMAN	Q2TAA2	IAH1_HUMAN	IAH1	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Isoamyl acetate-hydrolyzing esterase 1 homolog	0.713	0.9926	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.47852432E8	0.0	2.7020584E7	6.498536E7	2.53146E7	0.0	2.6824408E7	0.0	0.0	0.0	0.0	4.2868968E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q2TAA5|ALG11_HUMAN	Q2TAA5	ALG11_HUMAN	ALG11	492	Homo sapiens OX=9606	1:Experimental evidence at protein level	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	0.8186	0.9959	1	2	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3347779.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q2TAL8|QRIC1_HUMAN	Q2TAL8	QRIC1_HUMAN	QRICH1	776	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcriptional regulator QRICH1	1.0	0.999	4	30	30	30	1	4	3	4	3	4	2	1	2	2	1	3	1	4	3	4	3	4	2	1	2	2	1	3	1	4	3	4	3	4	2	1	2	2	1	3	4.5886192E7	2.5327324E7	2.9260532E7	3.025602E7	3.5275872E7	1.737775E7	2.30893E7	1.7635958E7	1.5501964E7	3.0921264E7	1.6437063E7	1.6224364E7	2.6546468E7	2.5467376E7	1.896423E7	1.9075984E7	2.3233182E7	0.0	1.6983378E7	0.0	1.0997878E7	9827911.0	0.0	1.2090714E7	
sp|Q2TAY7|SMU1_HUMAN	Q2TAY7	SMU1_HUMAN	SMU1	513	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD40 repeat-containing protein SMU1	1.0	0.999	11	73	73	73	5	8	7	6	7	7	5	7	8	6	3	4	5	8	7	6	7	7	5	7	8	6	3	4	5	8	7	6	7	7	5	7	8	6	3	4	3.0911312E8	3.83326432E8	5.22366304E8	2.93302016E8	5.02510976E8	5.28604128E8	3.677888E8	1.24778064E8	5.02765696E8	3.11464096E8	2.26312256E8	2.48888768E8	9.6240288E7	1.19124344E8	1.20853624E8	8.2677976E7	1.20932264E8	1.17451704E8	1.01916232E8	6.2429796E7	1.18434368E8	9.5951136E7	1.20040552E8	1.13781056E8	
sp|Q2VPK5|CTU2_HUMAN	Q2VPK5	CTU2_HUMAN	CTU2	515	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic tRNA 2-thiolation protein 2	1.0	0.999	6	16	16	16	2	1	4	1	2	1	2	1	1	0	1	0	2	1	4	1	2	1	2	1	1	0	1	0	2	1	4	1	2	1	2	1	1	0	1	0	6025519.5	1.6420332E7	7864338.0	1.801465E7	2.210457E7	8665804.0	1.2979315E7	0.0	1.8509426E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.535337E7	0.0	0.0	0.0	1.2894508E7	0.0	0.0	0.0	
sp|Q32MZ4|LRRF1_HUMAN	Q32MZ4	LRRF1_HUMAN	LRRFIP1	808	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucine-rich repeat flightless-interacting protein 1	0.9996	0.9915	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q32P44|EMAL3_HUMAN	Q32P44	EMAL3_HUMAN	EML3	896	Homo sapiens OX=9606	1:Experimental evidence at protein level	Echinoderm microtubule-associated protein-like 3	0.9982	0.999	2	5	5	5	1	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	1	1	0	3245210.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1827018.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q330K2|NDUF6_HUMAN	Q330K2	NDUF6_HUMAN	NDUFAF6	333	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	1.0	0.999	3	18	18	18	1	1	2	0	1	3	2	1	0	3	1	3	1	1	2	0	1	3	2	1	0	3	1	3	1	1	2	0	1	3	2	1	0	3	1	3	3.833182E7	0.0	6418732.0	5.6470688E7	0.0	2.0483768E7	3.0227192E7	0.0	3.0118626E7	4.2896204E7	0.0	5.167554E7	2.1195682E7	0.0	0.0	3.1275658E7	0.0	1.6417705E7	0.0	0.0	0.0	0.0	0.0	2.951726E7	
sp|Q3KNV8|PCGF3_HUMAN	Q3KNV8	PCGF3_HUMAN	PCGF3	242	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polycomb group RING finger protein 3	1.0	0.999	6	31	31	32	2	3	3	2	3	2	1	3	3	3	2	4	2	3	3	2	3	2	1	3	3	3	2	4	2	3	3	2	3	2	1	3	4	3	2	4	5.073302E7	6.2898372E7	7.2741536E7	9.0388144E7	7.9141296E7	6.535816E7	8.6131528E7	1.03880128E8	1.179112E8	4.3751032E7	5.1593304E7	9.404728E7	2.6058844E7	3.5499944E7	3.1435528E7	4.0018064E7	2.932785E7	2.6212302E7	3.79187E7	4.5141764E7	4.830178E7	2.9849438E7	3.8498656E7	4.0937596E7	
sp|Q3KQU3|MA7D1_HUMAN	Q3KQU3	MA7D1_HUMAN	MAP7D1	841	Homo sapiens OX=9606	1:Experimental evidence at protein level	MAP7 domain-containing protein 1	1.0	0.9983	5	9	9	9	2	0	2	1	3	1	0	0	0	0	0	0	2	0	2	1	3	1	0	0	0	0	0	0	2	0	2	1	3	1	0	0	0	0	0	0	1.1456853E7	0.0	1.1498203E7	1.3485169E7	1.6280988E7	9190917.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q3KQZ1|S2535_HUMAN	Q3KQZ1	S2535_HUMAN	SLC25A35	300	Homo sapiens OX=9606	1:Experimental evidence at protein level	Solute carrier family 25 member 35	0.9992	0.9987	2	4	4	4	0	1	1	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1.2450745E7	6013092.0	3402598.5	0.0	2148046.5	2145451.2	0.0	0.0	0.0	7615657.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q3L8U1|CHD9_HUMAN	Q3L8U1	CHD9_HUMAN	CHD9	2897	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 9	1.0	0.999	36	52	52	199	3	7	9	5	5	5	2	3	2	5	4	2	3	7	9	5	5	5	2	3	2	5	4	2	13	20	24	20	19	17	13	17	12	16	17	11	1.07647504E8	1.30335632E8	1.330018E8	7.2670912E7	1.06566272E8	4.72259392E8	1.91976208E8	2.3801252E7	7.4756816E7	1.31464576E8	8.0670992E7	6.386384E7	7.36014E7	7.6160744E7	8.2147344E7	6.9359144E7	6.4413992E7	5.9255024E7	6.0059408E7	0.0	5.7848812E7	6.9044472E7	7.1776368E7	3.9267388E7	
sp|Q3MHD2|LSM12_HUMAN	Q3MHD2	LSM12_HUMAN	LSM12	195	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein LSM12 homolog	1.0	0.999	10	90	90	90	8	8	10	7	12	10	5	6	8	7	3	6	8	8	10	7	12	10	5	6	8	7	3	6	8	8	10	7	12	10	5	6	8	7	3	6	6.1794575E9	5.6272323E9	8.246103E9	4.8484613E9	8.3044803E9	9.0587699E9	4.4383959E9	2.69056461E9	7.4740869E9	5.6946278E9	3.02886912E9	3.82147994E9	4.20013619E9	3.4239383E9	5.5194516E9	2.87602304E9	4.7260385E9	6.0282015E9	2.05802061E9	2.13549517E9	3.73801088E9	3.17437338E9	2.73398861E9	2.18345984E9	
sp|Q3MIP1|IPIL2_HUMAN	Q3MIP1	IPIL2_HUMAN	ITPRIPL2	535	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol 1,4,5-trisphosphate receptor-interacting protein-like 2	1.0	0.999	16	114	114	114	10	11	13	8	12	17	6	6	11	8	7	5	10	11	13	8	12	17	6	6	11	8	7	5	10	11	13	8	12	17	6	6	11	8	7	5	2.4664248E8	2.11845936E8	4.277096E8	2.77935904E8	2.92308864E8	3.11615424E8	3.74511904E8	1.84457456E8	3.30772736E8	3.39997536E8	2.84608032E8	2.65225232E8	8.7097936E7	1.15035024E8	1.26438584E8	1.47089584E8	1.31173648E8	1.2898368E8	1.71920688E8	1.38595808E8	1.60581568E8	1.28067408E8	1.23277776E8	1.47709648E8	
sp|Q3MIX3|ADCK5_HUMAN	Q3MIX3	ADCK5_HUMAN	ADCK5	580	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized aarF domain-containing protein kinase 5	0.9236	0.9985	1	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q3SXM5|HSDL1_HUMAN	Q3SXM5	HSDL1_HUMAN	HSDL1	330	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inactive hydroxysteroid dehydrogenase-like protein 1	0.9776	0.9958	2	8	8	8	0	1	1	1	1	2	0	0	1	0	0	1	0	1	1	1	1	2	0	0	1	0	0	1	0	1	1	1	1	2	0	0	1	0	0	1	0.0	0.0	0.0	0.0	1509389.1	1632223.4	0.0	0.0	0.0	0.0	0.0	2032808.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q3SY56|SP6_HUMAN	Q3SY56	SP6_HUMAN	SP6	376	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor Sp6	1.0	0.999	4	14	14	14	3	1	3	1	2	0	0	0	0	2	1	1	3	1	3	1	2	0	0	0	0	2	1	1	3	1	3	1	2	0	0	0	0	2	1	1	2.4001348E7	2.3208268E7	3.39775E7	1.9735772E7	1.6609163E7	0.0	0.0	0.0	0.0	1.4892518E7	0.0	1.4938408E7	1.1034034E7	0.0	2.126345E7	0.0	0.0	0.0	0.0	0.0	0.0	1.2250462E7	0.0	0.0	
sp|Q3SY69|AL1L2_HUMAN	Q3SY69	AL1L2_HUMAN	ALDH1L2	923	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial 10-formyltetrahydrofolate dehydrogenase	1.0	0.999	10	22	18	22	3	5	6	0	0	1	3	1	2	0	0	1	2	4	5	0	0	1	2	1	2	0	0	1	3	5	6	0	0	1	3	1	2	0	0	1	4.0350708E7	5.1157472E7	2.9595988E7	1.8318546E7	2.0695758E7	1.3076232E7	1.8746286E7	3619150.2	3.8190648E7	1.2145358E7	1.5318706E7	1.2043268E7	1.6528327E7	1.963261E7	1.8078962E7	0.0	2.4617876E7	0.0	0.0	0.0	2.5724814E7	0.0	0.0	0.0	
sp|Q3YBR2|TBRG1_HUMAN	Q3YBR2	TBRG1_HUMAN	TBRG1	411	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transforming growth factor beta regulator 1	0.9996	0.9989	2	6	6	6	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	5337506.0	6234586.5	0.0	5584112.5	1644594.6	8270771.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q3ZCQ8|TIM50_HUMAN	Q3ZCQ8	TIM50_HUMAN	TIMM50	353	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM50	1.0	0.999	12	88	88	88	7	8	10	6	8	6	6	8	10	8	4	7	7	8	10	6	8	6	6	8	10	8	4	7	7	8	10	6	8	6	6	8	10	8	4	7	4.36357696E8	5.4196301E8	6.1324384E8	4.23855424E8	6.1340557E8	5.7673504E8	6.0757613E8	3.6339296E8	6.5395955E8	7.2639795E8	4.73371296E8	5.6064038E8	1.87590304E8	2.31841712E8	2.56709584E8	1.6839712E8	1.76497552E8	2.19827696E8	2.34321168E8	2.19848512E8	2.28737104E8	2.6298992E8	2.3146216E8	1.96237056E8	
sp|Q4G0F5|VP26B_HUMAN	Q4G0F5	VP26B_HUMAN	VPS26B	336	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 26B	1.0	0.999	2	8	8	8	0	1	0	0	1	0	1	1	2	1	0	1	0	1	0	0	1	0	1	1	2	1	0	1	0	1	0	0	1	0	1	1	2	1	0	1	0.0	6663141.0	0.0	0.0	3158802.2	3134893.0	5492838.5	0.0	1.0474055E7	6899829.0	0.0	3366174.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4G0I0|CSMT1_HUMAN	Q4G0I0	CSMT1_HUMAN	CCSMST1	132	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Protein CCSMST1	0.9054	0.9981	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	1.6612543E7	4.2748628E7	3.9435316E7	0.0	0.0	2.3199064E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4G0J3|LARP7_HUMAN	Q4G0J3	LARP7_HUMAN	LARP7	582	Homo sapiens OX=9606	1:Experimental evidence at protein level	La-related protein 7	1.0	0.999	47	795	795	795	66	74	74	71	67	76	63	62	61	62	60	59	66	74	74	71	67	76	63	62	61	62	60	59	66	74	74	71	67	76	63	62	61	62	60	59	3.4879148E10	3.5677286E10	3.7864645E10	3.9471186E10	3.5244483E10	3.7015671E10	3.5504333E10	3.3259692E10	3.37497129E10	3.24792996E10	3.19517E10	3.07296461E10	4.6543063E9	4.7132564E9	5.1863434E9	4.7070515E9	4.3475912E9	4.8740751E9	4.14246963E9	3.97436006E9	3.94293786E9	3.99969203E9	3.74820915E9	3.66165222E9	
sp|Q4G176|ACSF3_HUMAN	Q4G176	ACSF3_HUMAN	ACSF3	576	Homo sapiens OX=9606	1:Experimental evidence at protein level	Malonate--CoA ligase ACSF3, mitochondrial	1.0	0.999	18	75	73	75	8	2	5	8	8	8	7	5	3	10	5	6	7	2	5	8	8	8	6	5	3	10	5	6	8	2	5	8	8	8	7	5	3	10	5	6	3.69531776E8	3.99038208E8	3.86246144E8	4.59044352E8	3.80975168E8	4.29310208E8	4.08920352E8	3.97849536E8	4.43422912E8	4.66361056E8	4.69282368E8	4.45974592E8	1.20778128E8	1.58726512E8	1.26125368E8	1.37484368E8	1.18840872E8	1.32691944E8	1.28629352E8	1.34471984E8	1.2226156E8	1.37735072E8	1.80644032E8	1.46179856E8	
sp|Q4KMP7|TB10B_HUMAN	Q4KMP7	TB10B_HUMAN	TBC1D10B	808	Homo sapiens OX=9606	1:Experimental evidence at protein level	TBC1 domain family member 10B	0.9998	0.9988	2	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0	1.7791096E7	1.2573541E7	1.579757E7	0.0	4087613.0	1781410.1	0.0	6259763.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4LE39|ARI4B_HUMAN	Q4LE39	ARI4B_HUMAN	ARID4B	1312	Homo sapiens OX=9606	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 4B	1.0	0.999	5	12	12	12	2	1	3	1	1	3	0	0	1	0	0	0	2	1	3	1	1	3	0	0	1	0	0	0	2	1	3	1	1	3	0	0	1	0	0	0	1.283327E7	0.0	1.0111165E7	0.0	6468822.5	8831496.0	0.0	0.0	1.4391152E7	0.0	0.0	0.0	4542858.0	0.0	4527382.0	0.0	0.0	5682926.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4V339|CBWD6_HUMAN	Q4V339	CBWD6_HUMAN	CBWD6	395	Homo sapiens OX=9606	3:Protein inferred from homology	COBW domain-containing protein 6	0.9902	0.9989	2	3	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	8863766.0	2.1152346E7	0.0	0.0	3327507.5	0.0	2.5260182E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q5JTY5|CBWD3_HUMAN, sp|Q5RIA9|CBWD5_HUMAN, sp|Q8IUF1|CBWD2_HUMAN, sp|Q9BRT8|CBWD1_HUMAN
sp|Q504Q3|PAN2_HUMAN	Q504Q3	PAN2_HUMAN	PAN2	1202	Homo sapiens OX=9606	1:Experimental evidence at protein level	PAN2-PAN3 deadenylation complex catalytic subunit PAN2	0.9984	0.998	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
